SEMANA,FECHA,TURNO,EXTRUSORA,OPERADOR,N° DE PEDIDO,NOMBRE DE PEDIDO,CLAVE SAP,TIPO DE PRODUCTO,MEDIDA DE LA BOLSA,TRATADO,ANCHO DE PELICULA,N° DE ROLLO,CALIBRE PEDIDO,CALIBRE REAL,MOTIVO DEL CORTE,HORA INICIO,HORA FINAL,KILOS/HORA,PRODUCTO CONFORME,% DE PRODUCTO CONFORME,RECUP.,% DE RECUP,BASURA,% DE BASURA,CONSUMO MP,% MATERIA PRIMA,REC.AREA ROLLO,REC.AREA SELLADO,RECUPERADO DEVOLUCION ROLLO,HORAS DE TRABAJO,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,2,MARCIAL,SAP-1994,X-24,,CAMISETA AD,29+17X57,1 CARA,92.0 CM,13,54.00,55.77,BAJADA DE GLOBO,04:28 AM,09:17 AM,48.58,234,99.57%,1,0.43%,0,0.00%,235,100.00%,,,,4.82,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,4,MARCIAL,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,5,63.00,59.84,CORTE NORMAL,04:33 AM,06:40 AM,43.46,92,100.00%,0,0.00%,0,0.00%,92,100.00%,,,,2.12,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,4,MARCIAL,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,6,63.00,64.3,LIMPIEZA DE BOQUILLA,07:10 AM,09:41 AM,48.48,122,95.76%,4.4,3.45%,1,0.82%,127.4,100.03%,,,,2.52,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,11,MARCIAL,SAP-1914,ISSI,,HIELO,20.5X32+2.5+4,1 CARA,38.5 CM,3,139.50,142.8,CORTE NORMAL,07:42 AM,10:15 AM,29.80,76,92.12%,6.5,7.88%,0,0.00%,82.5,100.00%,,,,2.55,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,8,MARCIAL,SAP-1880,CRYSTAL,,HIELO,30X60,1 CARA,60.0 CM,10,214.00,209.89,CORTE NORMAL,04:10 AM,07:05 AM,49.71,145,100.00%,0,0.00%,0,0.00%,145,100.00%,,,,2.92,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,8,MARCIAL,SAP-1880,CRYSTAL,,HIELO,30X60,1 CARA,60.0 CM,11,214.00,209.31,CORTE NORMAL,07:05 AM,09:55 AM,50.47,143,100.00%,0,0.00%,0,0.00%,143,100.00%,,,,2.83,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,5,MARCIAL,SAP-110419,MONTERREY,,ROLLO,35X45,N/A,35.0 CM,5,29.00,30.4,CORTE NORMAL,05:00 AM,07:37 AM,16.43,43,100.00%,0,0.00%,0,0.00%,43,100.00%,,,,2.62,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,10,MARCIAL,SAP-110419,SANCHEZ,,ROLLO,30X40,N/A,58.0 CM,2,29.00,30,CORTE NORMAL,04:40 AM,06:08 AM,26.59,39,100.00%,0,0.00%,0,0.00%,39,100.00%,,,,1.47,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,10,MARCIAL,SAP-110419,SANCHEZ,,ROLLO,30X40,N/A,58.0 CM,3,29.00,28.47,CORTE NORMAL,06:08 AM,08:40 AM,26.45,67,100.00%,0,0.00%,0,0.00%,67,100.00%,,,,2.53,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,7,MARCIAL,SAP-2000,OFIX,,PLANA AD,39+22X58,1 CARA,61.0 CM,9,54.00,55.56,ARRANQUE,08:22 AM,10:23 AM,29.26,59,96.25%,2.1,3.43%,0.2,0.34%,61.3,100.01%,,,,2.02,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,5,MARCIAL,SAP-110419,MONTERREY,,ROLLO,35X45,N/A,35.0 CM,6,29.00,30.69,CORTE NORMAL,07:37 AM,10:35 AM,16.85,50,100.00%,0,0.00%,0,0.00%,50,100.00%,,,,2.97,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,8,MARCIAL,SAP-1880,CRYSTAL,,HIELO,30X60,1 CARA,60.0 CM,12,214.00,211.24,CAMBIO DE MEDIDA,09:55 AM,11:45 AM,47.45,87,95.60%,4,4.40%,0,0.00%,91,100.00%,,,,1.83,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,2,MARCIAL,SAP-1994,X-24,,CAMISETA AD,29+17X57,1 CARA,92.0 CM,14,54.00,58.81,CORTE NORMAL,09:17 AM,12:35 PM,52.12,172,100.00%,0,0.00%,0,0.00%,172,100.00%,,,,3.30,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,4,MARCIAL,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,7,63.00,64.82,CORTE NORMAL,09:41 AM,12:38 PM,46.78,138,100.00%,0,0.00%,0,0.00%,138,100.00%,,,,2.95,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,11,MARCIAL,SAP-1914,ISSI,,HIELO,20.5X32+2.5+4,1 CARA,38.5 CM,4,139.50,143.57,CORTE NORMAL,10:15 AM,12:25 PM,29.54,64,100.00%,0,0.00%,0,0.00%,64,100.00%,,,,2.17,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,8,MARCIAL,SAP-1916,HIELOSO,,HIELO,30X59,1 CARA,59.0 CM,0,203.30,0,CAMBIO DE MEDIDA,11:45 AM,12:35 PM,0.00,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,,,,0.83,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,5,MARCIAL,SAP-110419,MONTERREY,,ROLLO,35X45,N/A,35.0 CM,7,29.00,30.42,CORTE NORMAL,10:35 AM,12:12 PM,16.08,26,100.00%,0,0.00%,0,0.00%,26,100.00%,,,,1.62,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,10,MARCIAL,SAP-110419,SANCHEZ,,ROLLO,30X40,N/A,58.0 CM,4,29.00,29.56,CORTE NORMAL,08:40 AM,12:22 PM,26.49,98,100.00%,0,0.00%,0,0.00%,98,100.00%,,,,3.70,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,4,MARCIAL,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,8,63.00,62.86,CORTE NORMAL,12:28 PM,01:09 PM,45.37,31,100.00%,0,0.00%,0,0.00%,31,100.00%,,,,0.68,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,11,MARCIAL,SAP-1914,ISSI,,HIELO,20.5X32+2.5+4,1 CARA,38.5 CM,5,139.50,142.11,CORTE NORMAL,12:25 PM,01:17 PM,31.15,27,100.00%,0,0.00%,0,0.00%,27,100.00%,,,,0.87,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",1,4,MARCIAL,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,9,63.00,61.52,BAJADA DE GLOBO,01:09 PM,01:30 PM,28.57,10,76.92%,3,23.08%,0,0.00%,13,100.00%,,,,0.35,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,2,ANDRES,SAP-1994,X-24,,CAMISETA AD,29+17X57,1 CARA,92.0 CM,15,54.00,60.5,CORTE NORMAL,12:35 PM,04:25 PM,51.39,197,100.00%,0,0.00%,0,0.00%,197,100.00%,,,,3.83,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,2,ANDRES,SAP-1994,X-24,,CAMISETA AD,29+17X57,1 CARA,92.0 CM,16,54.00,60.3,CORTE NORMAL,04:25 PM,08:18 PM,51.76,201,100.00%,0,0.00%,0,0.00%,201,100.00%,,,,3.88,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,4,ANDRES,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,10,63.00,57.9,BAJADA DE GLOBO,01:30 PM,02:10 PM,40.50,27,93.10%,2,6.90%,0,0.00%,29,100.00%,,,,0.67,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,4,ANDRES,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,11,63.00,63.5,CORTE NORMAL,02:10 PM,05:15 PM,47.35,146,100.00%,0,0.00%,0,0.00%,146,100.00%,,,,3.08,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,4,ANDRES,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,12,63.00,62.8,BAJADA DE GLOBO,05:15 PM,06:00 PM,41.33,31,93.94%,2,6.06%,0,0.00%,33,100.00%,,,,0.75,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,4,ANDRES,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,13,63.00,63,BAJADA DE GLOBO,06:00 PM,06:20 PM,45.00,15,93.75%,1,6.25%,0,0.00%,16,100.00%,,,,0.33,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,4,ANDRES,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,0,63.00,0,CAMBIO DE FILTRO,06:20 PM,07:18 PM,0.00,0,0.00%,5,79.37%,1.3,#DIV/0!,6.3,#DIV/0!,,,,0.97,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,4,ANDRES,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,14,63.00,56.7,CORTE NORMAL,07:18 PM,09:00 PM,48.82,83,100.00%,0,0.00%,0,0.00%,83,100.00%,,,,1.70,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,5,ANDRES,SAP-110419,MONTERREY,,ROLLO,35X45,N/A,35.0 CM,8,29.00,30.7,CORTE NORMAL,12:12 PM,07:05 PM,17.72,122,100.00%,0,0.00%,0,0.00%,122,100.00%,,,,6.88,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,5,ANDRES,SAP-110419,MONTERREY,,ROLLO,35X45,N/A,35.0 CM,9,29.00,29.6,CORTE NORMAL,07:05 PM,08:45 PM,16.80,28,100.00%,0,0.00%,0,0.00%,28,100.00%,,,,1.67,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,8,ANDRES,SAP-1916,HIELOSO,,HIELO,30X59,1 CARA,59.0 CM,1,203.30,194.7,CORTE NORMAL,12:35 PM,03:03 PM,49.86,123,100.00%,0,0.00%,0,0.00%,123,100.00%,,,,2.47,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,8,ANDRES,SAP-1916,HIELOSO,,HIELO,30X59,1 CARA,59.0 CM,2,203.30,195.9,CORTE NORMAL,03:03 PM,06:02 PM,48.94,146,100.00%,0,0.00%,0,0.00%,146,100.00%,,,,2.98,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,8,ANDRES,SAP-1916,HIELOSO,,HIELO,30X59,1 CARA,59.0 CM,3,203.30,200,CORTE NORMAL,06:02 PM,08:40 PM,48.99,129,100.00%,0,0.00%,0,0.00%,129,100.00%,,,,2.63,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,10,ANDRES,SAP-110419,SANCHEZ,,ROLLO,30X40,N/A,58.0 CM,5,29.00,29.9,CORTE NORMAL,12:22 PM,08:25 PM,26.46,213,100.00%,0,0.00%,0,0.00%,213,100.00%,,,,8.05,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,10,ANDRES,SAP-110419,SANCHEZ,,ROLLO,30X40,N/A,58.0 CM,6,29.00,31.3,CORTE NORMAL,08:25 PM,09:04 PM,27.69,18,90.00%,2,10.00%,0,0.00%,20,100.00%,,,,0.65,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,11,ANDRES,SAP-1914,ISSI,,HIELO,20.5X32+2.5+4,1 CARA,38.5 CM,6,139.50,141.3,CORTE NORMAL,01:17 PM,03:11 PM,22.11,42,74.07%,14.7,25.93%,0,0.00%,56.7,100.00%,,,,1.90,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,11,ANDRES,SAP-1914,ISSI,,HIELO,20.5X32+2.5+4,1 CARA,38.5 CM,7,139.50,139.2,CORTE NORMAL,03:11 PM,04:10 PM,21.36,21,77.78%,6,22.22%,0,0.00%,27,100.00%,,,,0.98,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,11,ANDRES,SAP-1914,ISSI,,HIELO,20.5X32+2.5+4,1 CARA,38.5 CM,0,139.50,0,LIMPIEZA DE BOQUILLA,04:10 PM,04:50 PM,0.00,0,0.00%,4,93.02%,0.3,#DIV/0!,4.3,#DIV/0!,,,,0.67,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,11,ANDRES,SAP-1914,ISSI,,HIELO,20.5X32+2.5+4,1 CARA,38.5 CM,8,139.50,149,CORTE NORMAL,04:50 PM,05:27 PM,19.46,12,52.17%,11,47.83%,0,0.00%,23,100.00%,,,,0.62,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,11,ANDRES,SAP-1914,ISSI,,HIELO,20.5X32+2.5+4,1 CARA,38.5 CM,9,139.50,147.6,CORTE NORMAL,05:27 PM,06:15 PM,28.75,23,7,0,0.00%,0,0.00%,23,700.00%,,,,0.80,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,11,ANDRES,SAP-1914A,ISSI,,HIELO,25X57,1 CARA,57.0 CM,0,158.10,0,CAMBIO DE MEDIDA,06:00 PM,06:15 PM,0.00,0,0.00%,2,100.00%,0,#DIV/0!,2,#DIV/0!,,,,0.25,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",2,11,ANDRES,SAP-1914A,ISSI,,HIELO,25X57,1 CARA,57.0 CM,1,158.10,168,CORTE NORMAL,06:15 PM,08:37 PM,46.06,109,100.00%,0,0.00%,0,0.00%,109,100.00%,,,,2.37,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",3,2,J.MANUEL,SAP-1994,X-24,,CAMISETA AD,29+17X57,1 CARA,92.0 CM,17,54.00,61.1,CORTE NORMAL,08:18 PM,12:45 AM,53.26,237,100.00%,0,0.00%,0,0.00%,237,100.00%,,,,4.45,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",3,2,J.MANUEL,SAP-1994,X-24,,CAMISETA AD,29+17X57,1 CARA,92.0 CM,18,54.00,60.8,CORTE NORMAL,12:45 AM,04:30 AM,51.47,193,100.00%,0,0.00%,0,0.00%,193,100.00%,,,,3.75,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",3,4,J.MANUEL,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,15,63.00,60,CORTE NORMAL,09:00 PM,02:00 AM,45.60,228,100.00%,0,0.00%,0,0.00%,228,100.00%,,,,5.00,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",3,4,J.MANUEL,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,16,63.00,61.3,CORTE NORMAL,02:00 AM,04:52 AM,47.44,136,100.00%,0,0.00%,0,0.00%,136,100.00%,,,,2.87,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",3,5,J.MANUEL,SAP-110419,MONTERREY,,ROLLO,35X45,N/A,35.0 CM,10,29.00,31.2,CORTE NORMAL,08:45 PM,11:55 PM,14.53,46,93.88%,3,6.12%,0,0.00%,49,100.00%,,,,3.17,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",3,5,J.MANUEL,SAP-110419,MONTERREY,,ROLLO,35X45,N/A,35.0 CM,11,29.00,31.7,CORTE NORMAL,11:55 PM,04:17 AM,16.49,72,100.00%,0,0.00%,0,0.00%,72,100.00%,,,,4.37,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",3,8,J.MANUEL,SAP-1916,HIELOSO,,HIELO,30X59,1 CARA,59.0 CM,4,203.30,208,CORTE NORMAL,08:40 PM,12:16 AM,50.00,180,100.00%,0,0.00%,0,0.00%,180,100.00%,,,,3.60,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",3,8,J.MANUEL,SAP-1916,HIELOSO,,HIELO,30X59,1 CARA,59.0 CM,5,203.30,192.8,CORTE NORMAL,12:16 AM,04:00 AM,49.29,184,100.00%,0,0.00%,0,0.00%,184,100.00%,,,,3.73,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",3,10,J.MANUEL,SAP-110419,SANCHEZ,,ROLLO,30X40,N/A,58.0 CM,7,29.00,30,CORTE NORMAL,09:04 PM,04:15 AM,26.31,189,100.00%,0,0.00%,0,0.00%,189,100.00%,,,,7.18,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",3,11,J.MANUEL,SAP-1914A,ISSI,,HIELO,25X57,1 CARA,57.0 CM,2,158.10,173,CORTE NORMAL,08:37 PM,12:35 AM,46.13,183,100.00%,0,0.00%,0,0.00%,183,100.00%,,,,3.97,,,,,,,,,,,,,,,,,,
15,"viernes, 12 de abril de 2019",3,11,J.MANUEL,SAP-1914A,ISSI,,HIELO,25X57,1 CARA,57.0 CM,3,158.10,168.9,CORTE NORMAL,12:35 AM,04:00 AM,46.54,159,100.00%,0,0.00%,0,0.00%,159,100.00%,,,,3.42,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",1,2,MARCIAL,SAP-1994,X-24,,CAMISETA AD,29+17X57,1 CARA,92.0 CM,19,54.00,58.68,CORTE NORMAL,04:30 AM,07:30 AM,53.00,159,100.00%,0,0.00%,0,0.00%,159,100.00%,,,,3.00,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",1,4,MARCIAL,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,17,63.00,60.37,CORTE NORMAL,04:52 AM,07:45 AM,48.21,139,100.00%,0,0.00%,0,0.00%,139,100.00%,,,,2.88,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",1,11,MARCIAL,SAP-1914A,ISSI,,HIELO,25X57,1 CARA,57.0 CM,4,158.10,166.73,CORTE NORMAL,04:00 AM,08:00 AM,46.00,184,100.00%,0,0.00%,0,0.00%,184,100.00%,,,,4.00,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",1,8,MARCIAL,SAP-1916,HIELOSO,,HIELO,30X59,1 CARA,59.0 CM,6,203.30,197.96,CORTE NORMAL,04:00 AM,07:30 AM,50.00,175,100.00%,0,0.00%,0,0.00%,175,100.00%,,,,3.50,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",1,5,MARCIAL,SAP-110419,MONTERREY,,ROLLO,35X45,N/A,35.0 CM,12,29.00,30.75,CORTE NORMAL,04:17 AM,06:53 AM,15.77,41,100.00%,0,0.00%,0,0.00%,41,100.00%,,,,2.60,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",1,10,MARCIAL,SAP-110419,SANCHEZ,,ROLLO,30X40,N/A,58.0 CM,8,29.00,30.5,CORTE NORMAL,04:15 AM,06:10 AM,29.74,57,100.00%,0,0.00%,0,0.00%,57,100.00%,,,,1.92,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",1,10,MARCIAL,SAP-110419,SANCHEZ,,ROLLO,30X40,N/A,58.0 CM,9,29.00,29.86,PARO DE MAQUINA,06:10 AM,08:28 AM,28.26,65,100.00%,0,0.00%,0,0.00%,65,100.00%,,,,2.30,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",1,11,MARCIAL,SAP-1914A,ISSI,,HIELO,25X57,1 CARA,57.0 CM,5,158.10,164.94,CORTE NORMAL,08:00 AM,10:35 AM,46.06,119,100.00%,0,0.00%,0,0.00%,119,100.00%,,,,2.58,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",1,5,MARCIAL,SAP-110419,MONTERREY,,ROLLO,35X45,N/A,35.0 CM,13,29.00,31.23,CORTE NORMAL,06:53 AM,09:45 AM,17.09,49,100.00%,0,0.00%,0,0.00%,49,100.00%,,,,2.87,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",1,2,MARCIAL,SAP-1994A,X-24,,CAMISETA AD,29+17X57,1 CARA,92.0 CM,1,54.00,59.77,CORTE NORMAL,07:30 AM,12:25 PM,52.47,258,100.00%,0,0.00%,0,0.00%,258,100.00%,,,,4.92,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",1,4,MARCIAL,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,18,63.00,63.94,CORTE NORMAL,07:45 AM,11:47 AM,48.84,197,100.00%,0,0.00%,0,0.00%,197,100.00%,,,,4.03,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",1,11,MARCIAL,SAP-1914A,ISSI,,HIELO,25X57,1 CARA,57.0 CM,6,158.10,164.9,CORTE NORMAL,10:35 AM,12:30 PM,44.35,85,100.00%,0,0.00%,0,0.00%,85,100.00%,,,,1.92,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",1,8,MARCIAL,SAP-1916,HIELOSO,,HIELO,30X59,1 CARA,59.0 CM,7,203.30,196.24,CORTE NORMAL,07:30 AM,10:55 AM,49.76,170,100.00%,0,0.00%,0,0.00%,170,100.00%,,,,3.42,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",1,8,MARCIAL,SAP-1899,CRYSTAL,,HIELO,30X60+4,1 CARA,62.0 CM,1,162.75,164.73,CAMBIO DE MEDIDA,10:55 AM,12:35 PM,46.80,78,100.00%,0,0.00%,0,0.00%,78,100.00%,,,,1.67,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",1,5,MARCIAL,SAP-110419,MONTERREY,,ROLLO,35X45,N/A,35.0 CM,14,29.00,30.6,CORTE NORMAL,09:45 AM,12:25 PM,17.25,46,100.00%,0,0.00%,0,0.00%,46,100.00%,,,,2.67,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",1,4,MARCIAL,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,19,63.00,62.03,CORTE NORMAL,11:47 AM,01:00 PM,50.96,62,100.00%,0,0.00%,0,0.00%,62,100.00%,,,,1.22,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",2,2,ANDRES,SAP-1994A,X-24,,CAMISETA AD,29+17X57,1 CARA,92.0 CM,2,54.00,58.1,CORTE NORMAL,12:25 PM,04:12 PM,52.86,200,100.00%,0,0.00%,0,0.00%,200,100.00%,,,,3.78,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",2,2,ANDRES,SAP-1994A,X-24,,CAMISETA AD,29+17X57,1 CARA,92.0 CM,3,54.00,57.46,CORTE NORMAL,04:12 PM,08:25 PM,52.17,220,100.00%,0,0.00%,0,0.00%,220,100.00%,,,,4.22,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",2,2,ANDRES,SAP-1994A,X-24,,CAMISETA AD,29+17X57,1 CARA,92.0 CM,0,54.00,0,INESTABILIDAD,08:25 PM,08:42 PM,0.00,0,0.00%,17,100.00%,0,#DIV/0!,17,#DIV/0!,,,,0.28,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",2,4,ANDRES,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,20,63.00,62.3,BAJADA DE GLOBO,01:00 PM,02:08 PM,44.12,50,97.09%,1.5,2.91%,0,0.00%,51.5,100.00%,,,,1.13,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",2,4,ANDRES,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,21,63.00,61.6,BAJADA DE GLOBO,02:08 PM,03:12 PM,53.44,57,100.00%,0,0.00%,0,0.00%,57,100.00%,,,,1.07,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",2,4,ANDRES,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,0,63.00,0,CAMBIO DE FILTRO,03:12 PM,04:17 PM,0.00,0,0.00%,1.7,70.83%,0.7,#DIV/0!,2.4,#DIV/0!,,,,1.08,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",2,4,ANDRES,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,22,63.00,61.3,CORTE NORMAL,04:17 PM,04:55 PM,44.21,28,96.55%,1,3.45%,0,0.00%,29,100.00%,,,,0.63,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",2,4,ANDRES,SAP-110419,BASURA AD,,BASURA AD,80X95,N/A,80.0 CM,23,63.00,57.9,CORTE NORMAL,04:55 PM,08:40 PM,50.13,188,100.00%,0,0.00%,0,0.00%,188,100.00%,,,,3.75,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",2,5,ANDRES,SAP-110419,MONTERREY,,ROLLO,35X45,N/A,35.0 CM,15,29.00,28.6,CORTE NORMAL,12:25 PM,04:45 PM,16.85,73,100.00%,0,0.00%,0,0.00%,73,100.00%,,,,4.33,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",2,5,ANDRES,SAP-110419,MONTERREY,,ROLLO,35X45,N/A,35.0 CM,16,29.00,31.9,INESTABILIDAD,04:45 PM,05:25 PM,37.50,25,96.15%,1,3.85%,0,0.00%,26,100.00%,,,,0.67,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",2,5,ANDRES,SAP-110419,MONTERREY,,ROLLO,35X45,N/A,35.0 CM,17,29.00,32.4,INESTABILIDAD,05:25 PM,07:18 PM,6.90,13,92.86%,1,7.14%,0,0.00%,14,100.00%,,,,1.88,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",2,5,ANDRES,SAP-110419,MONTERREY,,ROLLO,35X45,N/A,35.0 CM,18,29.00,30.4,INESTABILIDAD,07:18 PM,08:25 PM,15.22,17,94.44%,1,5.56%,0,0.00%,18,100.00%,,,,1.12,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",2,5,ANDRES,SAP-110419,MONTERREY,,ROLLO,35X45,N/A,35.0 CM,19,29.00,32.6,INESTABILIDAD,08:25 PM,09:50 PM,15.53,22,94.42%,1.3,5.58%,0,0.00%,23.3,100.00%,,,,1.42,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",2,8,ANDRES,SAP-1899,CRYSTAL,,HIELO,30X60+4,1 CARA,62.0 CM,2,162.75,164.5,CORTE NORMAL,12:35 PM,03:05 PM,51.20,128,100.00%,0,0.00%,0,0.00%,128,100.00%,,,,2.50,,,,,,,,,,,,,,,,,,
15,"sábado, 13 de abril de 2019",2,8,ANDRES,SAP-1899,CRYSTAL,,HIELO,30X60+4,1 CARA,62.0 CM,3,162.75,167,CORTE NORMAL,03:05 PM,06:15 PM,48.95,155,100.00%,0,0.00%,0,0.00%,155,100.00%,,,,3.17,,,,,,,,,,,,,,,,,,
